Company Numebr,CurrentRatio,QuickRatio,CashRatio,WorkingCapital,InterestCoverageRatio,CurrentLiabilityCoverage,CurrentLiabilityCoverage,AssetLiabilityRatio,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,ROA,NetProfitToCurrentAssetA,NetProfitToFixedAssetA,ROEA,EBIT,EBTAT,EBITToAsset,ReturnOnInvestedCapital,ReturnOnLongTermInvested,OperatingMarginRatio,OperatingCostRatio,OperatingProfiToRevenue,OperatingNetProfiToRevenue,GrossCostRatio,ManagementExpenseRate,FinancialExpenseRate,PeriodExpenseRate,ProfitToCost,ImpairmentLossToRevenue,EBITDAToRevenue,EBITToRevenue,ROEParentA,OperatingIncomeCashRatioA,OperatingIncomeCashRatioB,EquityAppreciationRatioA,EquityGrowthRatioA,FixedAssetsGrowthA,AssetsGrowthA,ReceivablesToIncome,ReceivableTurnoverA,InventoryTurnoverA,CurrentAssetToIncome,CurrentAssetTurnoverA,FixedAssetToIncome,FixedAssetTurnoverA,NoncurrentAssetTurnoverA,CapitalIntensity,AssetTurnoverA,EequityTurnoverA,labels
52,1.71584,1.712993,0.619726,68862230.69,8.550237,-0.10871,-9.968676,0.561076,0.563114,2.2783,1.2783,0,0,0.049691,0.045259,1.49756,0.09927,8969655.69,8459971.5,0.052316,0.090389,0.125416,0.416417,0.583583,0.097703,0.09283,0.921238,0.24194,0.013036,0.315096,0.109519,0.019299,0.118155,0.111458,0.09927,0.907063,-0.129949,1.110211,0.110211,-0.02838,0.816486,1.100327,0.908821,0.003403,1.349891,2.05106,0.487553,0.061987,16.132311,12.58948,2.130491,0.469375,0
53,3.779069,3.779069,0.870897,176210526.7,-67.471253,-0.234836,72.016768,0.261373,0.26158,1.353863,0.353863,0,0,0.054189,0.055724,13.695723,0.074519,13950291.48,13157519.03,0.057506,0.073365,0.080868,0.578799,0.421201,0.095117,0.088112,0.931776,0.227142,-0.001364,0.490063,0.102518,0.020512,0.103021,0.092057,0.074519,0.803272,-0.098258,1.080519,0.080519,-0.27217,0.135122,0.663199,1.507843,0,2.744284,1.581207,0.632428,0.006434,155.435416,50.974167,1.600825,0.624678,0
54,3.822194,3.052286,0.507749,101544195.9,-3.637714,-1.154268,34.92014,0.191339,0.225715,1.236613,0.236613,0,0,0.016997,0.031889,0.58662,0.02884,4326410.4,3439920.576,0.023007,0.019132,0.029558,0.068215,0.931785,0.010528,0.010571,0.990316,0.045373,-0.002867,0.053606,0.013493,0.003141,0.024059,0.010429,0.021889,1.062875,-0.100111,1.080932,0.080932,-0.015128,-0.064379,0.096587,10.353335,0.066775,22.707826,0.331503,3.016562,0.018021,55.491456,8.211457,0.453284,2.206121,0
55,3.603242,2.684082,0.489613,161119090.6,7.452323,-0.243104,-6.06609,0.274615,0.27469,1.378579,0.378579,0,0,0.072049,0.061691,8.21209,0.084154,18484480.23,15890029.46,0.082016,0.078603,0.135313,0.275987,0.724013,0.14808,0.127287,0.86042,0.085836,0.022948,0.120691,0.175292,0.01294,0.180564,0.171018,0.084154,0.90986,-0.139206,1.489926,0.489926,-0.353245,0.566415,0.809504,1.235325,0.526329,3.566811,2.063289,0.484663,0.0155,64.51645,45.69928,2.085171,0.479577,1
56,1.820162,0.868332,0.085886,220158815.4,-9.308986,-0.275539,-48.918765,0.515815,0.528442,2.065327,1.065327,0.115303,0.169957,-0.020476,-0.027944,-0.228267,-0.047557,-14074934.85,-12328896.98,-0.023737,-0.031414,-0.044937,0.235252,0.764748,-0.113594,-0.098154,1.139564,0.260143,0.01087,0.336324,-0.101768,0.027207,-0.057774,-0.101185,-0.051607,0.967643,-0.531726,1.054402,0.054402,0.163234,0.114521,0.727024,1.375471,1.83681,6.033567,3.512489,0.284698,0.429995,2.325609,1.332971,4.262693,0.234594,0
57,3.049911,1.533494,0.31687,105883909.9,23.177147,-0.599073,-76.334483,0.230364,0.293551,1.299315,0.299315,0,0,0.035854,0.048458,1.591021,0.044237,9395376.82,7978179.914,0.041902,0.041412,0.055675,0.17703,0.82297,0.051286,0.043603,0.954371,0.064133,0.002315,0.124543,0.054193,0.00446,0.08284,0.053664,0.044285,1.154743,-0.176744,1.046284,0.046284,-0.023679,-0.050254,0.28195,3.546723,0.447387,10.696791,0.899813,1.111342,0.027406,36.488527,2.625375,1.280711,0.780816,0
58,4.344968,4.042249,1.689006,27441904.99,49.588435,1.315325,563.267709,0.119614,0.208061,1.135866,0.135866,0.00358,0.008121,0.010325,0.019869,0.15463,0.011419,949994.41,722821.5437,0.013485,0.011682,0.015377,0.62868,0.37132,0.013815,0.010861,1.038355,0.410494,0.000294,0.65254,0.013942,0.005724,0.138574,0.014568,0.011419,1.229409,0.165477,1.011551,0.011551,0.174811,-0.004174,0.187773,5.325588,0.038084,4.70613,0.546627,1.8294,0.070238,14.237341,1.873656,1.080343,0.925632,0
59,1.693901,1.04318,0.304984,113129174.4,-12.896812,0.361764,14.419093,0.453725,0.485519,1.830581,0.830581,0.164094,0.446026,-0.114031,-0.2091,-1.186183,-0.224656,-52752959.13,-53590227.61,-0.112113,-0.135323,-0.168757,0.497407,0.502593,-0.416024,-0.418643,1.431265,0.296286,0.029654,0.407387,-0.452869,0.512016,-0.31366,-0.382448,-0.237063,1.053407,0.42759,0.816556,-0.183444,0.179509,0.052694,0.630292,1.586566,0.769125,2.77409,2.002121,0.49947,0.352933,2.833401,0.709656,3.411254,0.293147,0
60,2.010467,0.947385,0.092312,16538874.47,7.394122,0.390038,21.006286,0.480856,0.48091,1.926248,0.926248,0,0,0.066018,0.059053,1.722551,0.109968,2247129.24,2247129.24,0.066018,0.127166,0.134565,0.575638,0.424362,0.108461,0.113326,0.950156,0.41387,0.017723,0.642301,0.106243,-0.132695,0.170237,0.131049,0.109968,1.270106,0.372304,1.123555,0.123555,-0.372328,-0.267021,0.628953,1.589945,1.014747,11.34888,1.919057,0.521089,0.06579,15.199965,15.148487,1.98507,0.503761,0
61,2.121472,1.120038,0.399549,154551521,20.992999,0.122143,10.92227,0.446354,0.464984,1.806207,0.806207,0.001437,0.001594,0.093341,0.093477,20.833856,0.159593,32352948.97,28696194.92,0.1046,0.14348,0.205159,0.173453,0.826547,0.056859,0.050442,0.944442,0.075629,0.002844,0.113068,0.060524,0.003524,0.061668,0.059714,0.159633,1.119091,0.031068,1.189982,0.189982,0.884258,0.053923,0.148843,6.718466,0.254724,9.839715,0.539616,1.853168,0.002421,413.027374,31.986317,0.57088,1.751682,0
62,2.906169,2.206301,0.698393,37510208.14,9.182599,-0.372911,-13.221656,0.12976,0.203248,1.149108,0.149108,0,0,0.027506,0.063236,1.552003,0.027402,5096514.88,4058344.735,0.033607,0.029377,0.039152,0.618853,0.381147,0.108526,0.094406,0.895599,0.291723,0.014489,0.459614,0.14101,0.042893,0.192704,0.133045,0.027402,1.084147,-0.191566,1.028174,0.028174,-0.096898,-0.003217,0.650436,1.53743,0.359525,2.787321,1.49291,0.669833,0.060828,16.439679,0.405521,3.958874,0.252597,0
63,4.327392,4.327392,2.019165,31673749.3,16.508541,-0.816281,-281.155322,0.184985,0.184985,1.226971,0.226971,0,0,0.008866,0.010405,1.93006,0.01022,456244.56,456244.56,0.008866,0.010879,0.010934,0.324548,0.675452,0.001193,0.02913,1.088093,0.346086,0.001878,0.366276,0.027963,0.044206,0.049427,0.031008,0.022653,1.052636,-0.528096,1.010325,0.010325,-0.587188,-0.027528,0.300232,3.33076,0,0.765517,2.799622,0.357191,0.015093,66.257232,1.433252,3.497336,0.285932,0
64,3.954637,3.768627,2.12417,50677849.07,8.498028,0.413281,19.621823,0.286384,0.286384,1.401314,0.401314,0.187151,0.455507,0.018698,0.033404,0.034687,0.022599,3070000.62,2567998.375,0.021851,0.019701,0.028987,0.349019,0.650981,0.047437,0.035938,1.107682,0.419917,0.00573,0.452377,0.038938,0.001295,0.192601,0.048693,0.022599,0.63207,0.11243,1.640958,0.640958,0.071978,0.194576,0.265368,3.768354,0.050603,1.730503,1.075834,0.929512,1.036037,0.965216,0.867637,2.22839,0.448755,0
65,13.724277,8.560267,5.276884,6673024.27,10.995229,5.956133,144.11512,0.057556,0.057556,1.061071,0.061071,0,0,0.023306,0.026493,0.099613,0.022205,238313.57,209762.2932,0.026155,0.024729,0.027028,0.254848,0.745152,0.021151,0.028779,0.978849,0.189584,0.003271,0.218293,0.033937,0.037133152,0.08018,0.035967,0.022205,0.993291,0.471425,1.02271,0.02271,-0.136913,-0.074911,0.258067,3.874959,0.408729,2.394275,1.08627,0.920581,0.288907,3.46132,3.46132,1.375178,0.727179,0
66,2.488884,1.795485,0.031531,137766481.3,39.929884,0.252626,31.410063,0.341115,0.341115,1.517715,0.517715,0,0,0.094923,0.108575,1.952179,0.139903,29715993.13,25646819.39,0.109549,0.116189,0.179569,0.381614,0.618386,0.242606,0.208962,0.776553,0.117325,0.006219,0.14592,0.316779,-0.000876,0.258469,0.248335,0.143994,1.290839,0.195348,1.173967,0.173967,-0.183835,0.106407,0.850051,1.176399,0.536184,41.013607,1.924577,0.519595,0.10704,9.342283,2.921319,2.266888,0.441133,0
67,1.468021,1.25743,1.080816,10681873.29,26.973695,0.209749,28.896691,0.217706,0.240128,1.278292,0.278292,0,0,0.034866,0.104148,0.128216,0.042548,4468626.61,3623861.065,0.042625,0.042496,0.055671,0.61381,0.38619,0.062477,0.050245,0.947002,0.258918,0.002385,0.535915,0.067191,0.007424,0.111259,0.064343,0.045539,0.98826,0.06893,1.044439,0.044439,0.020494,0.11856,0.00735,136.062972,0.069206,2.815406,0.482436,2.072815,0.391874,2.551842,0.973637,1.509512,0.662466,0
68,14.267205,4.577874,0.704796,7980550.42,-22660.43934,-1.623411,-7742.797257,0.055713,0.056963,1.059,0.059,4.00E-05,5.10E-05,-0.264522,-0.333027,-9.252585,-0.280141,-2857934.61,-2857934.61,-0.264522,-0.280118,-0.245757,0.282366,0.717634,-0.529586,-0.529586,1.549296,0.470996,2.30E-05,0.569746,-0.411367,0.25511,-0.476702,-0.529562,-0.27921,1.08343,-0.180945,0.781493,-0.218507,-0.32885,-0.237518,0.359181,2.784113,1.079971,12.729707,1.59022,0.628844,0.057237,17.471363,2.428714,2.00196,0.49951,0
69,1.302354,1.26866,0.054828,13843738.63,-38.133986,0.110259,9.414266,0.562433,0.562932,2.285362,1.285362,0,0,-0.252215,-0.35332,-4.419155,-0.591456,-20449320.37,-20530193.47,-0.251195,-0.553111,-0.436247,-0.170869,1.170869,-0.988509,-1.193447,1.995098,0.526377,0.030376,0.642779,-0.655445,0.173359,-1.091316,-1.158369,-0.508142,3.006192,0.285971,0.612796,-0.387204,-0.163816,-0.300298,2.720132,0.367629,0.087389,7.032234,3.37781,0.29605,0.270062,3.70285,0.810621,4.611432,0.216852,0
70,35.186528,35.186528,24.204315,23331803.47,90.052733,-2.437826,36.343897,0.021713,0.02172,1.022195,0.022195,0,0,-0.12229,-0.158155,-0.560347,-0.123515,-4122506.96,-3840624.082,-0.131158,-0.125004,-0.173201,0.151146,0.848854,-1.334936,-1.235328,2.334936,1.198018,-0.01489,1.398709,-0.58997,0.059703,-1.071594,-1.340885,-0.123515,1.877912,-0.54116,1.824356,0.824356,-0.104447,0.795268,1.408354,0.710049,0,0.186116,7.810877,0.128027,2.204575,0.453602,0.414505,10.223394,0.097815,0
71,3.090868,2.539785,0.43606,131057411.3,-30.955759,0.085329,21.795591,0.265928,0.281387,1.362264,0.362264,0,0,-0.030409,-0.038263,-0.719973,-0.042843,-7596299.14,-7180948.051,-0.032228,-0.040036,-0.042982,0.394227,0.605773,-0.07675,-0.072455,1.094277,0.324354,0.002399,0.408632,-0.075558,0.059646,-0.06526,-0.074248,-0.044176,1.243054,0.052277,0.958917,-0.041083,5.88809,0.035907,0.80585,1.240925,0.337624,3.743157,1.893634,0.528085,0.100636,9.936793,2.437816,2.303837,0.434058,0
72,2.152885,1.648581,0.14549,44955089.43,-21.382769,0.209085,12.105407,0.375346,0.38689,1.600887,0.600887,0,0,-0.087185,-0.115915,-1.598555,-0.149953,-14401258.37,-9296165.288,-0.138625,-0.139574,-0.206444,0.218326,0.781674,-0.459545,-0.296428,1.475081,0.478729,0.020516,0.566512,-0.340617,0.108273,-0.385176,-0.438698,-0.134604,1.072647,0.24836,0.869601,-0.130399,-0.102876,-0.053096,1.388106,0.720406,0.599034,5.786412,2.557286,0.39104,0.185435,5.392723,1.646452,3.164652,0.31599,0
73,6.034644,3.674805,1.077979,55433036.42,29.010533,0.278315,48.440346,0.156745,0.163153,1.185881,0.185881,0,0,0.024396,0.02484,3.696816,0.027863,1835207.79,1709345.88,0.026126,0.027986,0.03142,0.48289,0.51711,0.041928,0.040541,0.959335,0.331534,0.001554,0.424451,0.046228,0.010989,0.054345,0.04508,0.027863,0.973358,0.075273,1.028662,0.028662,-0.179376,0.129991,0.670452,1.49153,0.63824,3.42995,1.632125,0.612698,0.010967,91.186446,10.71264,1.725473,0.579551,0
74,1.391409,1.222608,0.100609,23420883.02,2.285845,-0.210898,-4.091071,0.693389,0.693389,3.261459,2.261459,0,0,0.080062,0.045935,14.601203,0.14454,7051064.67,6798745.504,0.081707,0.102419,0.287243,0.211073,0.788927,0.042739,0.041209,0.957261,0.093431,0.033238,0.150601,0.04549,0.015296,0.078874,0.075977,0.14454,1.034102,-0.135979,1.168961,0.168961,0.895327,0.129779,0.626174,1.596999,0.108836,15.415778,0.897126,1.114671,0.002822,354.316866,30.540758,0.929869,1.07542,0
75,0.933709,0.933535,0.252704,-4124881.84,-4.612861,-0.336052,-3.153868,0.572457,0.752604,2.338948,1.338948,0,0,-0.281613,-0.64098,-2.600299,-0.801346,-30583721.04,-30605469.95,-0.281369,-0.658536,-1.20561,0.58713,0.41287,-1.170035,-1.174036,2.170202,1.107108,0.20902,1.759909,-0.539954,-0.006838,-0.65676,-0.964182,-0.588459,0.909104,-0.659222,10.900034,9.900034,-0.265515,-0.289421,0.410855,2.433949,0.000342,2.017263,1.831626,0.545963,0.4515,2.214837,0.626911,3.426749,0.291822,0
76,7.394153,4.034021,2.022733,27398430.17,-3.840135,-0.284988,129.848046,0.051437,0.062311,1.054227,0.054227,0,0,0.002268,0.00626,0.007764,0.00251,36114.36,157349.1437,0.000434,0.002391,0.000458,0.188146,0.811854,0.001412,0.00615,1.020763,0.151453,-0.000292,0.192496,0.001405,0.005817,0.071894,0.00112,0.003241,1.093656,-0.03787,1.002516,0.002516,0.043934,-0.012417,0.070152,14.254828,0.446499,3.720466,0.982545,1.017765,0.792109,1.262453,0.62468,2.583363,0.387092,0
77,2.763705,2.463777,0.983865,117799040.9,372.094946,-0.14719,-170.181097,0.336082,0.358817,1.50621,0.50621,0,0,0.088734,0.09522,18.705793,0.133214,21494905.49,17623973.91,0.10816,0.11374,0.227216,0.507388,0.492612,0.196507,0.162974,0.804258,0.184986,0.000536,0.299698,0.250873,0.005179,0.211071,0.199305,0.134518,0.525049,-0.091154,2.304274,1.304274,0.854611,1.332533,0.663255,1.507716,0.185744,1.641217,1.711552,0.584265,0.008712,114.777919,7.625401,1.842693,0.542684,0
78,6.577804,4.617146,1.235848,53664611.91,-989.15363,-1.761715,2281.101959,0.149946,0.186604,1.176395,0.176395,0.083394,0.190966,0.040961,0.085882,0.182755,0.048252,7349866.48,5429623.669,0.055467,0.044168,0.061106,0.628243,0.371757,0.183038,0.11612,0.8435,0.302744,-0.000159,0.437366,0.194269,0.022926,0.192076,0.157028,0.048251,0.792497,-0.362125,1.050698,0.050698,3.929613,0.00082,0.511427,1.955313,0.403019,3.936514,1.352086,0.739598,0.635385,1.57385,0.676156,2.831035,0.353228,0
79,0.189171,0.143981,0.016819,-6737412.9,50.991591,0.110225,154.800753,0.778591,0.831757,4.516527,3.516527,0,0,0.033435,0.22324,0.042322,0.148505,301696.34,357925.331,0.028269,0.151009,0.13792,0.80296,0.19704,0.057847,0.087974,0.942153,0.541148,0.001483,0.647204,0.087834,0.092136,0.220409,0.075637,0.148505,0.981302,0.229618,1.174405,0.174405,-0.063406,-0.095335,0.211122,4.736595,0.094139,28.541024,0.394077,2.537577,2.078685,0.481073,0.438309,2.675572,0.373752,0
80,6.181424,4.673907,2.643965,2865857.78,523.461412,-1.105082,183.963859,0.161094,0.161775,1.192029,0.192029,0,0,-0.616284,-0.617916,3.559029345,-0.733474,-1739211.01,-2116675.273,-0.506555,-0.734628,-0.441803,0.106304,0.893696,-1.405686,-1.635775,2.405686,0.835216,-0.002573,1.279467,-0.618485,0.200969,-1.344229,-1.346642,-0.733474,1.18037,-0.47326,0.576876,-0.423124,1.008515139,-0.405043,0.869339,1.150299,0.645606,0.883159,2.647244,0.377751,0.452008624,92.83275229,89.378218,2.658432,0.376162,0
81,65.123338,57.841417,55.811074,11623861.96,140.292073,-6.919965,48.025255,0.014761,0.014762,1.014982,0.014982,0,0,-0.299983,-0.309854,-7.704847,-0.302318,-3664389.67,-3684125.587,-0.298387,-0.304477,-0.263089,0.139929,0.860071,-1.69381,-1.703055,2.69381,1.163673,-0.012161,1.328954,-0.77383,0.496677,-1.552054,-1.706093,-0.302318,1.232188,-0.584035,0.767862,-0.232138,-0.409689,-0.253213,0.07247,13.798893,0.614584,0.212297,5.49632,0.18194,0.221037,4.524132,4.516728,5.717719,0.174895,0
82,11.244959,11.02247,5.9745,14376678.9,-748.595175,2.582181,-3279.97938,0.050884,0.069839,1.053612,0.053612,0,0,0.02534,0.044356,4.666065,0.026741,827010.52,699009.0689,0.029988,0.026699,0.032024,0.538769,0.461231,0.063875,0.053539,0.936126,0.373022,-8.50E-05,0.420978,0.071801,0.034952,0.12782,0.063259,0.026741,1.17897,0.277169,1.027476,0.027476,-0.213293,0.016126,0.298057,3.355066,0.023882,1.55934,1.207023,0.828485,0.011474,87.152311,1.108079,2.109486,0.474049,0
83,0.48565,0.48565,0.359338,-12885336.75,9.661039,1.136547,16.030452,0.240982,0.248713,1.317491,0.317491,0,0,0.142371,1.070516,0.149308,0.165063,17159417.62,14528062.64,0.165063,0.164623,0.227342,0.647141,0.352859,0.325524,0.276093,0.683364,0.24485,0.037651,0.319493,0.485013,0.001523,0.594614,0.363751,0.165063,1.074092,0.603568,1.09512,0.09512,-0.008028,-0.017287,0.014533,68.809264,0,5.240327,0.257907,3.877373,1.849151,0.540789,0.513926,2.203711,0.45378,0
84,241.399401,241.304232,184.674739,473275813.1,-15.33837,13.895919,-8.697667,0.003913,0.003916,1.003928,0.003928,0,0,0.088305,0.100105,86.933827,0.094928,48244148.04,44662595.4,0.095888,0.088652,0.097437,0.971324,0.028676,0.784672,0.728203,0.373865,0.345988,-0.048144,0.334947,2.163224,0.004045,0.741095,0.738455,0.095119,0.976072,0.418743,1.024667,0.024667,0.887768,0.015288,0.115448,8.661943,0.002868,0.179694,7.274384,0.137469,0.008377,119.38127,2.342777,7.701228,0.129849,0
85,161.748474,161.748474,135.699361,8387369.92,-0.817783,10.579983,-1.57814,0.005796,0.006027,1.005829,0.005829,0,0,0.032206,0.075803,3.030102,0.071474,286059.62,287807.8695,0.031774,0.032393,0.033144,0.70262,0.29738,0.329428,0.331441,0.670572,0.540774,-0.181225,0.359548,0.501467,0.013422,0.259438,0.148203,0.071474,1.070892,0.285999,1.076975,0.076975,-0.441567,0.064649,0,88.751197,0,0.272611,4.372395,0.228708,0.109383,9.142195,3.425964,4.664283,0.214395,0
86,2.509753,0.390971,0.039952,28984331.94,-14.537941,-0.0841,-1.714424,0.336596,0.336596,1.507378,0.507378,0,0,-0.244524,-0.309,-1.886809,-0.393479,-13691113.08,-13930173.58,-0.240044,-0.292887,-0.302352,0.236454,0.763546,-1.742321,-1.772671,2.742321,0.804429,0.112129,1.014614,-0.979805,0.958888,-1.033059,-1.630121,-0.393479,1.430533,-0.192236,0.717628,-0.282372,-0.11904,-0.229262,0.654553,1.527761,4.843114,10.950301,5.736798,0.174313,0.939508,1.064387,0.94865,6.790928,0.147255,0
87,2.406108,2.238277,0.541168,71243522.52,10.509524,-0.249826,-13.887328,0.350996,0.387714,1.540823,0.540823,0.015936,0.021953,0.045128,0.047608,1.742441,0.060096,9579187.28,6414218.151,0.064373,0.05814,0.10058,0.569461,0.430539,0.135913,0.09088,0.916961,0.248754,0.014272,0.387954,0.165821,0.093883,0.243624,0.149996,0.060096,0.578234,-0.198205,1.063938,0.063938,-0.52144,0.058577,1.271309,0.786591,0.133153,2.329112,1.90894,0.523851,0.052157,19.172907,2.374298,2.330118,0.429163,0
88,6.567568,6.211601,1.442619,24560389.81,-372.519634,-0.742837,-316.197978,0.125214,0.128957,1.143137,0.143137,0,0,-0.089573,-0.10928,-0.734411,-0.10273,-3860588.6,-3157564.444,-0.109581,-0.098275,-0.157533,0.363315,0.636685,-0.147951,-0.117336,1.154123,0.260565,0.000384,0.502666,-0.125914,0.009757,-0.116869,-0.143077,-0.095096,1.014559,-0.121445,1.6939,0.6939,-0.016833,0.765078,0.290893,3.437696,0.058196,4.239975,1.073716,0.931345,0.159769,6.259039,4.311265,1.305667,0.765892,0
89,3.661491,3.661491,1.34174,1589809225,47.855356,0.962626,25.464949,0.150314,0.211687,1.176905,0.176905,0.033551,0.091734,0.184675,0.407145,30.099728,0.21197,1080600881,909491658.5,0.21856,0.210053,0.269768,0.766988,0.233012,1.05515,0.859728,0.643317,0.17476,0.021801,0.404019,1.603491,0.000347,1.098149,1.043275,0.217312,1.168719,0.555151,1.146406,0.146406,5.08581,0.157551,0.2132,4.690432,0,1.292344,2.111599,0.473575,0.028563,35.010768,0.375685,4.773403,0.209494,0
90,8.344826,7.71295,0.523154,304135899.3,-58.511203,-0.621851,-22.015222,0.087368,0.09346,1.095732,0.095732,0,0,-0.14376,-0.200566,-18.394107,-0.160226,-68436581.79,-68139743.23,-0.144397,-0.149898,-0.146493,0.285041,0.714959,-0.502874,-0.500485,1.502912,0.251044,0.008447,0.579735,-0.38825,0.206893,-0.337006,-0.494218,-0.160245,1.11379,-0.185953,0.861987,-0.138013,-0.878037,-0.151901,0.611108,1.636371,0.188951,6.392246,2.495365,0.400743,0.027209,36.752584,1.078421,3.422647,0.292172,0
91,26.250056,22.200871,16.238247,28693239.08,-1.534606,2.974079,-4.096318,0.037568,0.037568,1.039034,0.039034,0,0,0.029281,0.05735,4.577678,0.058764,1266114.22,1035785.958,0.041857,0.030424,0.039251,0.655813,0.344187,0.151693,0.166149,0.893798,0.594993,-0.080129,0.542584,0.229029,-0.005405,0.148035,0.122967,0.058764,1.450761,0.328235,0.822343,-0.177657,-0.408518,-0.190054,0.042714,23.411449,0.446889,0.557993,2.897093,0.345174,0.036296,27.551583,24.594521,2.937753,0.340396,0
93,1.251388,1.126462,0.140452,13433111.95,2.498629,0.198576,7.071701,0.509919,0.53124,2.040479,1.040479,0.082678,0.377257,0.027085,0.024032,0.051652,0.02858,3749188.99,2679325.986,0.032678,0.037998,0.075269,0.313841,0.686159,0.046921,0.026109,0.953058,0.191452,0.024379,0.227878,0.03997,0.031961,0.097115,0.060913,0.031457,0.914645,0.172398,1.467074,0.467074,0.624172,0.407714,0.694469,1.43995,0.108457,8.200993,1.086418,0.920456,0.50548,1.978318,1.285983,1.864033,0.536471,0
94,1.004594,0.854344,0.136034,3128145.46,13.826994,-0.045697,-9.91978,0.916973,0.920853,12.044297,11.044297,0.68349,52.908105,0.040171,0.049621,2.13951,0.442901,43374159.93,36590962.82,0.046988,0.093859,0.300807,0.206192,0.793808,0.104974,0.088779,0.895027,0.031418,0.008204,0.053203,0.124245,0.045086,0.117522,0.113441,0.442238,1.526718,-0.081385,1.795013,0.795013,0.002837,2.59112,0.221299,4.518781,0.267589,4.127602,1.789143,0.558927,0.041495,24.099201,1.599666,2.414273,0.414203,0
95,1.601511,1.373628,0.180768,108430837.3,1.167998,0.084031,3.155465,0.658721,0.664568,2.930151,1.930151,0.215926,0.276674,0.019521,0.004955,0.1109,0.013132,5606937.23,9946088.795,0.017566,0.033155,0.045503,0.159206,0.840794,0.002005,0.004143,0.998125,0.102581,0.013902,0.139196,0.002383,0.01383,0.036858,0.016237,0.013132,1.133338,0.043866,1.013307,0.013307,-0.236503,0.024664,0.52398,1.908469,0.118961,10.597123,0.836028,1.196132,0.037356,26.769153,11.31974,0.924369,1.081819,0
97,3.52939,3.528967,1.224749,168996735.4,-11.514301,0.700378,-14.845963,0.211323,0.211323,1.267947,0.267947,0.029802,0.051193,0.085605,0.143005,0.454464,0.119734,36293135.32,31027304.74,0.101632,0.105308,0.126698,0.571537,0.428463,0.312964,0.267556,1.053524,0.616159,-0.025009,0.623991,0.297366,0.000684,0.591362,0.287956,0.119734,1.037742,0.371276,1.031203,0.031203,0.110501,-0.030519,0.155228,6.442133,0.000224,1.540241,1.870956,0.534486,0.588728,1.698578,1.039095,2.833331,0.352941,0
98,3.823057,3.055168,1.426828,217812014.2,32.372915,-0.096644,-6.068286,0.212002,0.215195,1.269039,0.269039,0.007371,0.010055,0.095442,0.116934,0.507496,0.116954,39779104.35,35591189.05,0.106286,0.102909,0.143024,0.302881,0.697119,0.164457,0.15154,0.86676,0.102808,0.005399,0.162741,0.196976,0.001472,0.192102,0.17477,0.111295,1.0216,-0.032761,1.141621,0.141621,2.513767,0.303198,0.406859,2.457851,0.2603,2.067536,1.295944,0.771639,0.298604,3.348912,2.870332,1.644335,0.608148,0
99,0.92806,0.632886,0.142868,-5579441,-4.136564,0.022524,0.484704,0.322154,0.445486,1.475261,0.475261,0.01167,-0.354157,-0.062834,-0.26559,-0.192158,-0.114233,-14908403.89,-15394773.33,-0.060388,-0.074661,-0.083222,0.150751,0.849249,-0.140723,-0.151914,1.151028,0.183363,0.028641,0.268187,-0.131654,0.020728,0.034637,-0.118474,-0.118006,1.214884,0.013882,0.897478,-0.102522,-0.082267,-0.054381,0.176329,5.671207,0.181924,11.356771,0.571988,1.748288,0.790569,1.264912,0.719477,1.961887,0.509713,0
